,location,district,rooms,size,level,max_levels,price,income_cat,price_cat
250,"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,5,142.0,5,5,120000,4,4
251,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,3,60.0,3,4,44000,2,2
252,"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,3,72.0,4,5,47000,2,2
253,"город Ташкент, Мирабадский район, 7-й проезд Мироншаха",Мирабадский,4,115.0,6,9,84000,4,4
254,"город Ташкент, Яшнободский район, 1-й переулок Бойкургон",Яшнободский,4,100.0,2,3,77000,3,3
255,"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,2,63.0,5,5,35000,2,2
256,"город Ташкент, Мирзо-Улугбекский район, Сайрам",Мирзо-Улугбекский,3,66.0,3,5,56000,3,3
257,"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,3,70.0,5,5,46500,2,2
258,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,3,62.0,5,5,35000,2,2
259,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,2,50.0,1,4,34000,2,2
260,"город Ташкент, Юнусабадский район, Минор",Юнусабадский,3,78.0,4,4,56000,3,3
261,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,2,62.0,2,9,63000,3,3
263,"город Ташкент, Яшнободский район, 2-й проезд Авиасозлар",Яшнободский,3,63.0,4,4,40000,2,2
264,"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Мирзо-Улугбекский,4,91.0,1,5,75000,3,3
265,"город Ташкент, Шайхантахурский район, Караташ",Шайхантахурский,3,81.0,6,9,54900,3,3
266,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,4,86.0,3,4,42000,2,2
267,"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,2,54.0,3,5,54500,3,3
268,"город Ташкент, Мирабадский район, 7-й проезд Мироншаха",Мирабадский,3,90.0,3,5,105000,4,4
269,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,2,40.0,2,5,37000,2,2
270,"город Ташкент, Юнусабадский район, Юнусабад 10-й квартал",Юнусабадский,1,45.0,5,5,24000,1,1
271,"город Ташкент, Олмазорский район, Малая кольцевая дорога",Олмазорский,3,89.55,7,9,40000,2,2
272,"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,4,92.0,3,5,67000,3,3
274,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,4,95.0,1,4,77000,3,3
275,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,4,102.0,4,9,65000,3,3
276,"город Ташкент, Олмазорский район, Каракамыш-2/3",Олмазорский,2,65.0,5,9,31300,2,2
277,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,2,62.0,5,5,33500,2,2
278,"город Ташкент, Олмазорский район, Каракамыш-2/4",Олмазорский,2,56.0,3,5,38500,2,2
279,"город Ташкент, Мирзо-Улугбекский район, 2-й Паркентский проезд",Мирзо-Улугбекский,2,59.0,2,8,41500,2,2
280,"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,3,96.0,6,9,64500,3,3
281,"город Ташкент, Яшнободский район, 2-й проезд Иззат",Яшнободский,1,37.0,4,8,13075,1,1
282,"город Ташкент, Яккасарайский район, Мухандислар",Яккасарайский,2,70.0,8,9,48000,2,2
283,"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,2,78.0,4,8,77000,3,3
284,"город Ташкент, Яккасарайский район, Юсуфа Хос Ходжиба",Яккасарайский,4,145.0,7,8,115000,4,4
285,"город Ташкент, Мирзо-Улугбекский район, ц-1 Буюк ипак йули (Ц-1) ",Мирзо-Улугбекский,3,100.0,2,5,128000,4,4
286,"город Ташкент, Яшнободский район, 1-й проезд Мурабби",Яшнободский,2,54.0,4,4,33000,2,2
287,"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,3,70.0,2,4,66000,3,3
288,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,5,116.0,3,5,80000,3,3
289,"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Чиланзарский,3,72.0,8,9,37700,2,2
290,"город Ташкент, Шайхантахурский район, Урда",Шайхантахурский,1,70.0,6,7,60000,3,3
291,"город Ташкент, Мирзо-Улугбекский район, ТТЗ",Мирзо-Улугбекский,2,60.0,9,9,28500,1,1
292,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,2,52.0,4,5,38000,2,2
293,"город Ташкент, Яккасарайский район, Ул.Ш.Руставели",Яккасарайский,3,95.0,7,8,65000,3,3
294,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,2,44.0,1,4,38000,2,2
295,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,2,42.0,3,4,36500,2,2
296,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,2,43.0,2,4,36500,2,2
297,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,3,77.0,5,5,95000,4,4
298,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,1,24.0,3,4,20000,1,1
299,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,1,30.0,1,4,26000,1,1
300,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,2,41.0,1,4,36000,2,2
301,"город Ташкент, Юнусабадский район, Кашкар",Юнусабадский,2,46.0,2,4,36000,2,2
302,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,2,42.0,2,4,36500,2,2
303,"город Ташкент, Юнусабадский район, Юнусабад-11",Юнусабадский,2,51.0,3,4,45000,2,2
304,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,3,62.0,5,5,33500,2,2
305,"город Ташкент, Яшнободский район, Авиасозлар/Лисунова-4",Яшнободский,1,50.0,5,12,25000,1,1
306,"город Ташкент, Юнусабадский район, 1-й проезд Кулолкургон",Юнусабадский,4,107.0,6,9,75500,3,3
307,"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Юнусабадский,5,255.0,1,8,270000,4,4
308,"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Юнусабадский,6,266.0,1,8,285000,4,4
